DC_Identifier_LocalID,DC_Title,DC_Creator,DC_Description,DC_Format,permalink,ID_again,City,lat,lon,DC_Date
84209,Roune county crew,"Faulkner, Grant, b. 1870?: Performer","Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""This is a Kentucky feud song, naming the Martins, the Tollivers and numerous other victims.""",Sound recording,https://digital.library.wisc.edu/1711.dl/ENO63UWWOA3ED85,84209,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84210,"My buried friends, can I forget","Spencer, Charlie, b. 1873?: Performer",Forms part of a group of field materials documenting Charles Spencer performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/HXJYWGY4POEY38H,84210,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84211,Lass of Mohee,"Spencer, Clyde: Performer",Forms part of a group of field materials documenting Clyde Spencer performing for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/QXVB2VJPZPTTC8A,84211,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84212,Sweet Betsy from Pike,"Faulkner, Grant, b. 1870?: Performer","Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""(Two verses, leaving Betsy due to get sand in her eyesΓÇª) Bud insisted that was all, but I don't believe him, and the roars of the audience when Bud said firmly: 'Nope, that's all -- Betsy take'n died right there!' showed that they really knew better too. I think he started to sing it without realizing what he was getting into. If Mr. Lomax has never collected the unprintable version of Betsy[,] Warde Ford would probably write it down for me; but I don't want to ask for too many of that type of song, and Ford has two rather old English songs of that sort that I want later. I must admit it never occurred to me that parts of Betsy were too highly coloredΓÇª""",Sound recording,https://digital.library.wisc.edu/1711.dl/E7GLLMJ6HNXCA85,84212,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84213,Two orphans,"Faulkner, Grant, b. 1870?: Performer","Forms part of a group of field materials documenting Bud Faulkner performing for the Special Skills Division of the Resettlement Administration.| SRC notes: ""These 3 songs were all popular among lumberjacks.""",Sound recording,https://digital.library.wisc.edu/1711.dl/2JTQ6VKDD7UMZ8H,84213,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84214,Twenty-pound bulldog,"Ford, Art: Performer",Forms part of a group of field materials documenting Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/WUQJ6J7RKF24X8Z,84214,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84215,Lather and shave,"Ford, Art: Performer","Forms part of a group of field materials documenting Art Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Probably a travelling show song like the above [ The Twenty-Pound Dog ].""",Sound recording,https://digital.library.wisc.edu/1711.dl/CYYQHQXXMWOU48J,84215,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84216,When you wore a tulip,"Ford, Warde: Performer","Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.| SRC notes: ""Sung and clogged by Warde H. Ford.""",Sound recording,https://digital.library.wisc.edu/1711.dl/5OX7UI5DSQT7X8O,84216,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84217,Battle of Antietam Creek,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/QMW7HTN4YAAAE8A,84217,"Crandon, WI, USA",45.568712,-88.897293,1937-07
84218,Last fierce charge,"Ford, Warde H.: Performer",Forms part of a group of field materials documenting Warde H. Ford performing Anglo-American ballads for the Special Skills Division of the Resettlement Administration.,Sound recording,https://digital.library.wisc.edu/1711.dl/ZWQQERDLFBIDQ8W,84218,"Crandon, WI, USA",45.568712,-88.897293,1937-07
WHS06512,Bessie Gordon at reed organ,"Stratman-Thomas, Helene, 1896-1973: Photographer",Bessie Gordon (b. 1901) at her cut-down reed organ under the tavern counter.,B/W negative,https://digital.library.wisc.edu/1711.dl/MYJFC3DACSLSQ8H,WHS06512,"Schofield, WI, USA",44.918498,-89.609749,8/13/1941
WHS06513,Bessie Gordon at reed organ,"Stratman-Thomas, Helene, 1896-1973: Photographer",Bessie Gordon (b.1901) at her cut-down reed organ under the tavern counter.,B/W negative,https://digital.library.wisc.edu/1711.dl/XVUZUKQ5B7QTO8G,WHS06513,"Schofield, WI, USA",44.918498,-89.609749,8/13/1941
WHS25174,Dr. William Reese and Helene Stratman-Thomas,unknown,"Dr. William Reese, a Welsh tenor, and song collector Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/BIKVQNZXOWQIO8F,WHS25174,"Dodgeville, WI, USA",42.964713,-90.130774,8/19/1940
WHS25175,Emery DeNoyer,"Stratman-Thomas, Helene, 1896-1973: Photographer","Emery DeNoyer (b.1887), singer of lumberjack songs. ""He earned his keep in the Wisconsin lumber camps not by logging (for he only had only one eye and one arm) but by singing."" -- Harry Peters, Folk Songs Out of Wisconsin.",B/W negative,https://digital.library.wisc.edu/1711.dl/CN4KDJGYHJOJ78P,WHS25175,"Rhinelander, WI, USA",45.644155,-89.400934,7/26/1941
WHS25176,Mrs. Ollie Jacobs and Pearl Jacobs Borusky,"Stratman-Thomas, Helene, 1896-1973: Photographer",Mrs. Ollie Jacobs and her daughter Pearl Jacobs Borusky.,B/W negative,https://digital.library.wisc.edu/1711.dl/LT5WYUOQ56SXY8C,WHS25176,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
WHS25177,Mrs. Ollie Jacobs,"Stratman-Thomas, Helene, 1896-1973: Photographer","Mrs. Ollie Jacobs (b. 1862), singer of English ballads from Kentucky, seated in wheelchair.",B/W negative,https://digital.library.wisc.edu/1711.dl/CJELY4KXIDOR49E,WHS25177,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
WHS25178,Mrs. Ollie Jacobs,"Stratman-Thomas, Helene, 1896-1973: Photographer","Mrs. Ollie Jacobs (b. 1862), singer of English ballads from Kentucky, seated in wheelchair.",B/W negative,https://digital.library.wisc.edu/1711.dl/MYJ24QZDPIELR8R,WHS25178,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
WHS25182,Charlie Spencer and girl,"Stratman-Thomas, Helene, 1896-1973: Photographer","Charlie Spencer (b.1873?), a Kentuckian who migrated to Crandon, recorded white spirituals for song collector Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/3XYSNWS545ASE84,WHS25182,"Crandon, WI, USA",45.568712,-88.897293,7/28/1941
WHS25183,Harry Dyer and Helene Stratman-Thomas,unknown,"Harry Dyer (b.1864), a former logger and Mississippi riverman, with Helene Statman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/CXAH5DUTRP6VH83,WHS25183,"Madison, WI, USA",43.081309,-89.395609,8/6/1941
WHS25184,Harry Dyer and Robert Draves,"Stratman-Thomas, Helene, 1896-1973: Photographer","Singer Harry Dyer (b.1864), right, and sound engineer Robert Draves.",B/W negative,https://digital.library.wisc.edu/1711.dl/SBD5PWTNZ6WRS8S,WHS25184,"Madison, WI, USA",43.081309,-89.395609,8/6/1941
WHS25185,Harry Dyer,"Stratman-Thomas, Helene, 1896-1973: Photographer","Harry Dyer (b. 1864), a former logger and Mississippi riverman who recorded songs for collector Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/I6L2H42DRRBDD8Y,WHS25185,"Madison, WI, USA",43.081309,-89.395609,8/6/1941
WHS25186,John Ciezczak,"Stratman-Thomas, Helene, 1896-1973: Photographer","John Ciezczak (b.1885?), a Polish watchmaker, who sang songs in Polish, Ukrainian, Russian, and Kashubian for song collector Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/B4L6D3S7ORVEO8B,WHS25186,"Stevens Point, WI, USA",44.51956,-89.573683,8/11/1941
WHS25187,Bessie Gordon at reed organ,"Stratman-Thomas, Helene, 1896-1973: Photographer",Bessie Gordon (b.1901) at her cut-down reed organ under the tavern counter.,B/W negative,https://digital.library.wisc.edu/1711.dl/TYREATWKYZFM58H,WHS25187,"Schofield, WI, USA",44.918498,-89.609749,8/13/1941
WHS25188,Bessie Gordon at reed organ,"Stratman-Thomas, Helene, 1896-1973: Photographer",Bessie Gordon (b.1901) at her cut-down reed organ under the tavern counter.,B/W negative,https://digital.library.wisc.edu/1711.dl/2YK26ZWBSU6Z68R,WHS25188,"Schofield, WI, USA",44.918498,-89.609749,8/13/1941
WHS25189,Robert Walker,"Stratman-Thomas, Helene, 1896-1973: Photographer","Robert Walker, singer of lumberjack songs.",B/W negative,https://digital.library.wisc.edu/1711.dl/CDQWTXDYQ4BCE84,WHS25189,"Crandon, WI, USA",45.568712,-88.897293,8/14/1941
WHS25191,"Iva Rindlisbacher, Helene Stratman-Thomas, and Lois Rindlisbacher at Swiss bells",unknown,"Iva Rindlisbacher (left), Helene Stratman-Thomas, and Lois Rindlisbacher at the Swiss bells. The bells stand was built by Otto Rindlisbacher, Iva's husband.",B/W negative,https://digital.library.wisc.edu/1711.dl/DPJ4NTAUY2V5N9B,WHS25191,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
WHS25193,Dr. J.P. Scanlan,"Stratman-Thomas, Helene, 1896-1973: Photographer","Dr. J.P. Scanlan, Wisconsin historian.",B/W negative,https://digital.library.wisc.edu/1711.dl/V4T2CAKKTS4RE8S,WHS25193,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
WHS25194,Albert Wachuta,"Stratman-Thomas, Helene, 1896-1973: Photographer","Albert Wachuta (b.1875?), singer of Bohemian songs, with accordion.",B/W negative,https://digital.library.wisc.edu/1711.dl/VP2ONXEJTR7MK8B,WHS25194,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
WHS25195,Missionfest,"Stratman-Thomas, Helene, 1896-1973: Photographer",Missionfest (Dutch) traditional psalms sung on church grounds.,B/W negative,https://digital.library.wisc.edu/1711.dl/5PH53KMBLAMI38O,WHS25195,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
WHS25196,Ho-Chunk performers,"Stratman-Thomas, Helene, 1896-1973: Photographer",Either Mr. and Mrs. James Hawkins or Henry Thunder and Stella Stacy at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/4WERHD3E5FYWP8R,WHS25196,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25197,Ho-Chunk boy,"Stratman-Thomas, Helene, 1896-1973: Photographer",A boy with an embroidered vest at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/USMCELC4JZOMK9E,WHS25197,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25198,Ho-Chunk performers,"Stratman-Thomas, Helene, 1896-1973: Photographer",Side view of either Mr. and Mrs. James Hawkins or Henry Thunder and Stella Stacy at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/7OZB7CJ6BPADV8D,WHS25198,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25200,Ho-Chunk man with drum,"Stratman-Thomas, Helene, 1896-1973: Photographer",A man with a drum who was probably recorded for song collector Helene Stratman-Thomas at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/PKJNEZ7WVKLAG8S,WHS25200,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25201,Ho-Chunk woman and child,"Stratman-Thomas, Helene, 1896-1973: Photographer",Unidentified woman and child (Marie Shekah and Bernard Sheka?) at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/L3OSWQIPX3Q7D9C,WHS25201,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25203,Building at Wisconsin Dells,"Stratman-Thomas, Helene, 1896-1973: Photographer",A building probably on the grounds of the Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/PHLITJMEL2NMW9B,WHS25203,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
WHS25204,Ho-Chunk performers,"Stratman-Thomas, Helene, 1896-1973: Photographer",Either Mr. and Mrs. James Hawkins or Henry Thunder and Stella Stacy at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/H4Z6N4H7VNJIK82,WHS25204,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25206,Chief Albert Yellow Thunder,"Stratman-Thomas, Helene, 1896-1973: Photographer",Chief Albert Yellow Thunder at Winnebago (HoChunk) Indian Village wearing a headdress in front of teepee.,B/W negative,https://digital.library.wisc.edu/1711.dl/7FGKXK24PIBRW83,WHS25206,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
WHS25207,Helene Stratman-Thomas with man and child,unknown,Helene Stratman-Thomas with a man and child at Winnebago (HoChunk) Indian Village.,B/W negative,https://digital.library.wisc.edu/1711.dl/2QHHYXMKKLDMX8V,WHS25207,"Wisconsin Dells, WI, USA",43.628055,-89.771693,6/24/1946
WHS25208,Mr. and Mrs. Moody Price,"Stratman-Thomas, Helene, 1896-1973: Photographer","Mrs. And Mrs. Moody Price. Mrs. Price, who recorded a song for collector Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/NACR7NAJ5XVTJ8Q,WHS25208,"Dodgeville, WI, USA",42.964713,-90.130774,7/30/1946
WHS25209,Winifred Bundy and Bill Morgan,"Stratman-Thomas, Helene, 1896-1973: Photographer","Winifred Bundy, secretary of the School of Music at UWΓÇôMadison, and her uncle, Bill Morgan. Both recorded songs for Helene Stratman-Thomas",B/W negative,https://digital.library.wisc.edu/1711.dl/HG667QSB2JPQU8B,WHS25209,"Berlin, WI, USA",43.968582,-88.952344,8/4/1946
WHS25253,Winifred Bundy and Bill Morgan,"Stratman-Thomas, Helene, 1896-1973: Photographer","Winifred Bundy, secretary of the School of Music at UWΓÇôMadison, and her uncle, Bill Morgan. Both recorded songs for Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/V7TZI4QANU5NY9E,WHS25253,"Berlin, WI, USA",43.968582,-88.952344,8/4/1946
WHS25258,Singers,"Stratman-Thomas, Helene, 1896-1973: Photographer","Possibly Adelord Joseph Vanasse (b. 1877?) and Stanilaus Phaneuf (b. 1869), singers who recorded for song collector Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/JOH6BUFEO4TTH8J,WHS25258,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
WHS25293,Singer and Helene Stratman-Thomas,unknown,"Helene Stratman-Thomas and probably Ernest Joseph Belisle (b. 1901), a singer who recorded for Helene Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/3G7JYAAP3THZM8F,WHS25293,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
WHS25294,Helene Stratman-Thomas,unknown,"Helene Stratman-Thomas at the home of Donalda La Grandeur, a singer of French-Canadian songs who recorded for Stratman-Thomas.",B/W negative,https://digital.library.wisc.edu/1711.dl/7IBVZAJLO5C5T8A,WHS25294,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
