DC_Identifier_LocalID,DC_Title,DC_Title_Other,DC_Creator,DC_Contributor,DC_Subject,DC_Description,DC_Publisher,DC_Date,DC_Type,DC_Format,DC_Identifier,DC_Identifier_LocalID,DC_Source,DC_Language,DC_Relation,DC_Relation_OtherFormat,DC_Relation_IsPartOf,DC_Relation_HasPart,DC_Coverage,Note,permalink,ID_again,City,lat,lon,status
WHS25201,Ho-Chunk woman and child,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Ethnographic informants,Unidentified woman and child (Marie Shekah and Bernard Sheka?) at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25201| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/L3OSWQIPX3Q7D9C,WHS25201,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25203,Building at Wisconsin Dells,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Architecture| LCSH: Ho-Chunk (Winnebago),A building probably on the grounds of the Winnebago (HoChunk) Indian Village.,,7/24/1946,StillImage,B/W negative,25203| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/PHLITJMEL2NMW9B,WHS25203,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25204,Ho-Chunk performers,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Musicians| LCSH: Musical instruments| LCSH: Ethnographic informants,Either Mr. and Mrs. James Hawkins or Henry Thunder and Stella Stacy at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25204| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/H4Z6N4H7VNJIK82,WHS25204,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25206,Chief Albert Yellow Thunder,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Ho-Chunk (Winnebago)| LCSH: Clothing| LCSH: Singers| LCSH: Ethnographic informants| LCSH: Dwellings,Chief Albert Yellow Thunder at Winnebago (HoChunk) Indian Village wearing a headdress in front of teepee.,,7/24/1946,StillImage,B/W negative,25206| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/7FGKXK24PIBRW83,WHS25206,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25207,Helene Stratman-Thomas with man and child,,,,"LCSH: Singers| LCSH: Ho-Chunk (Winnebago)| LCSH: Children and adults| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973",Helene Stratman-Thomas with a man and child at Winnebago (HoChunk) Indian Village.,,6/24/1946,StillImage,B/W negative,25207| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Wisconsin Dells, Wisconsin| Spatial: Sauk County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/2QHHYXMKKLDMX8V,WHS25207,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
WHS25208,Mr. and Mrs. Moody Price,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Mrs. And Mrs. Moody Price. Mrs. Price, who recorded a song for collector Helene Stratman-Thomas.",,7/30/1946,StillImage,B/W negative,25208| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Dodgeville, Wisconsin| Spatial: Iowa County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/NACR7NAJ5XVTJ8Q,WHS25208,"Dodgeville, WI, USA",42.964713,-90.130774,success
WHS25209,Winifred Bundy and Bill Morgan,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Family| LCSH: Ethnographic informants,"Winifred Bundy, secretary of the School of Music at UWΓÇôMadison, and her uncle, Bill Morgan. Both recorded songs for Helene Stratman-Thomas",,8/4/1946,StillImage,B/W negative,25209| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Berlin, Wisconsin| Spatial: Green Lake County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/HG667QSB2JPQU8B,WHS25209,"Berlin, WI, USA",43.968582,-88.952344,success
WHS25253,Winifred Bundy and Bill Morgan,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LSCH: Singers| LCSH: Family| LCSH: Ethnographic informants,"Winifred Bundy, secretary of the School of Music at UWΓÇôMadison, and her uncle, Bill Morgan. Both recorded songs for Helene Stratman-Thomas.",,8/4/1946,StillImage,B/W negative,25253| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Berlin, Wisconsin| Spatial: Green Lake County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/V7TZI4QANU5NY9E,WHS25253,"Berlin, WI, USA",43.968582,-88.952344,success
WHS25258,Singers,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Possibly Adelord Joseph Vanasse (b. 1877?) and Stanilaus Phaneuf (b. 1869), singers who recorded for song collector Helene Stratman-Thomas.",,8/8/1946,StillImage,B/W negative,25258| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/JOH6BUFEO4TTH8J,WHS25258,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25293,Singer and Helene Stratman-Thomas,,,,"LCSH: Singers| LCSH: Mechanics| LCSH: Automobile repair shops| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-197","Helene Stratman-Thomas and probably Ernest Joseph Belisle (b. 1901), a singer who recorded for Helene Stratman-Thomas.",,8/8/1946,StillImage,B/W negative,25293| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/3G7JYAAP3THZM8F,WHS25293,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25294,Helene Stratman-Thomas,,,,"LCSH: Stratman-Thomas, Helene, 1896-1973","Helene Stratman-Thomas at the home of Donalda La Grandeur, a singer of French-Canadian songs who recorded for Stratman-Thomas.",,8/8/1946,StillImage,B/W negative,25294| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/7IBVZAJLO5C5T8A,WHS25294,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25295,Singer and Helene Stratman-Thomas,,,,"LCSH: Singers| LCSH: Mechanics| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973",Helene Stratman-Thomas and possibly Ernest Joseph Belisle.,,8/8/1946,StillImage,B/W negative,25295| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/GXSLQIKI3T6G287,WHS25295,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25296,Singer at mechanic shop,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Mechanics| LCSH: Ethnographic informants,"Possibly Ernest Joseph Belisle, a singer who recorded for Helene Stratman-Thomas.",,8/8/1946,StillImage,B/W negative,25296| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/EG5TFCSSK66OH8W,WHS25296,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25297,Donalda La Grandeur and man,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Porches| LCSH: Ethnographic informants,Donalda La Grandeur and an unidentified man.,,8/8/1946,StillImage,B/W negative,25297| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/5YQGEGHI6CRLQ8Z,WHS25297,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25298,Donalda La Grandeur and Helene Stratman-Thomas,,,,"LCSH: Singers| LCSH: Porches| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973","Singer Donalda La Grandeur, left, and collector Helene Stratman-Thomas at the home of La Grandeur.",,8/8/1946,StillImage,B/W negative,25298| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Somerset, Wisconsin| Spatial: Saint Croix County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/VKMT5JJQQVPY58Z,WHS25298,"Somerset, WI, USA",45.130029,-92.676858,success
WHS25299,Two male singers,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Possibly A.C. Lindberg (b. 1889?) and Orrin Olson (b. 1911?), singers of Swedish songs who recorded for Helene Stratman-Thomas.",,8/11/1946,StillImage,B/W negative,25299| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Grantsburg, Wisconsin| Spatial: Burnett County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/FWTVJAPERCS6X9B,WHS25299,"Grantsburg, WI, USA",45.777786,-92.685056,success
WHS25300,Two men,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"The man in the left is probably Dr. Charles O. Lindberg, a singer of Swedish songs, who recorded for Helene Stratman-Thomas.",,8/10/1946,StillImage,B/W negative,25300| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Grantsburg, Wisconsin| Spatial: Burnett County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/7GTAA6PVMQ42T8X,WHS25300,"Grantsburg, WI, USA",45.777786,-92.685056,success
WHS25301,Singer and Helene Stratman-Thomas,,,,"LCSH: Singers| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973","Helene Stratman-Thomas and probably Dr. Charles Lindberg, a Swedish singer.",,8/10/1946,StillImage,B/W negative,25301| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Grantsburg, Wisconsin| Spatial: Burnett County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/RQGKWMWCDS33M8A,WHS25301,"Grantsburg, WI, USA",45.777786,-92.685056,success
WHS25302,Helene Stratman-Thomas and two women,,,,"LCSH: Singers| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-1973","Song collector Helene Stratman-Thomas, left, and probably Mrs. Kamma Grumstrup, a singer of Danish songs, and one of her daughters (Esther or Alma Grumstrup).",,8/10/1946,StillImage,B/W negative,25302| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Denmark, Wisconsin| Spatial: Brown County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/4HNGEWOLXIY2J8R,WHS25302,"Denmark, WI, USA",44.348556,-87.831168,success
WHS25303,Ruth Olson and Alice Carlson,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Ethnographic informants,"Ruth Olson and Alice Carlson, singers of Swedish songs recorded by Helene Stratman-Thomas.",,8/11/1946,StillImage,B/W negative,25303| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Grantsburg, Wisconsin| Spatial: Burnett County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/B4DPAIGTUBLEF8P,WHS25303,"Grantsburg, WI, USA",45.777786,-92.685056,success
WHS25304,Lily Richmond and woman,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: African Americans| LCSH: Ethnographic informants,"Aunt Lily Richmond (b.1862), right, and an unidentified woman. Richmond was born in Missouri and came to Grant County, Wisconsin between 1862 and 1870.",,8/23/1946,StillImage,B/W negative,25304| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Beetown, Wisconsin| Spatial: Grant County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/AMEZQTT3SD62L84,WHS25304,"Beetown, WI, USA",42.814564,-90.861333,success
WHS25305,Lily Richmond sitting,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: African Americans} LCSH: Ethnographic informants,"Aunt Lily Richmond (b.1862) sang African-American spirituals for song collector Helene Stratman-Thomas. Richmond came to Grant County Wisconsin with her parents, freed slaves from Missouri.",,8/23/1946,StillImage,B/W negative,25305| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Beetown, Wisconsin| Spatial: Grant County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/4EZ4KVLWAVYMG8Q,WHS25305,"Beetown, WI, USA",42.814564,-90.861333,success
WHS25376,Yuba Bohemian Band,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Musical Groups| LCSH: Bands (Music)| LCSH: Musical Instruments| LCSH: Ethnographic informants,Members of the Yuba (Bohemian) Band.,,8/24/1946,StillImage,B/W negative,25376| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/6C6AAE5S3ZUTS8F,WHS25376,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25377,"Joe Yanksy, a one-man band",,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Musicians| LCSH: Music--Performance| LCSH: Musical Instruments| LCSH: Ethnographic informants,"Joe Yansky (Bohemian), a one-man band with an accordion and drums.",,8/26/1946,StillImage,B/W negative,25377| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/UQGAXCKNIC2OS8E,WHS25377,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25378,Joe Yansky,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Music--Performance| LCSH: Musical instruments| LCSH: Musicians| LCSH: Ethnographic informants,"Joe Yanksy (Bohemian), a one-man band with an accordion and drums.",,8/25/1946,StillImage,B/W negative,25378| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/APOEBBDWI3VHY8H,WHS25378,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25380,Robert Novak's Opera House and Dance Hall,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Ballrooms--Wisconsin,"The Robert Novak's Opera House and Dance Hall, site of a recording session by Helene Stratman-Thomas.",,8/25/1946,StillImage,B/W negative,25380| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/AH6LVYHORLQIJ82,WHS25380,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25381,Mrs. and Mrs. Leo Dobbs,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Family| LCSH: Ethnographic informants,Mr. and Mrs. Leo Dobbs. One was Helene Stratman-Thomas's cousin and well-acquainted with the Yuba musicians.,,8/25/1946,StillImage,B/W negative,25381| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/Z3MUS4ZGCWUXT85,WHS25381,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25383,Yuba band,,,,"LCSH: Musicians| LCSH: Musical instruments| LCSH: Bands (Music)| LCSH: Ethnographic informants| LCSH: Stratman-Thomas, Helene, 1896-197","Helene Stratman-Thomas and members of the Yuba band, many of whom had played together for forty years: Otto and Wincil Stanek, clarinet; George McGilvery and William Tydrich, cornet; Anton Stanek, horn; Nick Rott, trombone; Martin Rott, baritone; Alford Stanek, tuba. The band played at dances, weddings, and funerals.",,8/25/1946,StillImage,B/W negative,25383| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/AEBQYQUQ2WDPD8H,WHS25383,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25385,Otto's Tavern,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Bars (Drinking establishments)| LCSH: Automobile parking,Otto's Tavern in Yuba.,,8/25/1946,StillImage,B/W negative,25385| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/CXPYWFMR27BOU8P,WHS25385,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25386,Otto's Tavern,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Bars (Drinking establishments),A man outside of Otto's Tavern.,,8/26/1946,StillImage,B/W negative,25386| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Yuba, Wisconsin| Spatial: Vernon County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/FHT5ITOMRUXWY8U,WHS25386,"Yuba, WI, USA",43.535455,-90.426785,success
WHS25387,Missionfest,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Church buildings| LCSH: Rites and ceremonies,Missionfest (Dutch) traditional psalms sung on church grounds.,,8/27/1946,StillImage,B/W negative,25387| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Brandon, Wisconsin| Spatial: Fond du Lac County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/EYEDDUCSZPNVL8Y,WHS25387,"Brandon, WI, USA",43.736175,-88.781793,success
WHS25389,Missionfest,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Church buildings| LCSH: Rites and ceremonies,Missionfest (Dutch) traditional psalms sung on church grounds.,,8/27/1946,StillImage,B/W negative,25389| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Brandon, Wisconsin| Spatial: Fond du Lac County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/BZZMPTA7JBSE586,WHS25389,"Brandon, WI, USA",43.736175,-88.781793,success
WHS25390,Missionfest,,"Stratman-Thomas, Helene, 1896-1973: Photographer",,LCSH: Singers| LCSH: Church buildings| LCSH: Rites and ceremonies,Missionfest (Dutch) traditional psalms sung on church grounds.,,8/27/1946,StillImage,B/W negative,25390| PH 2907,,,,,"Wisconsin folk singers photographs, 1940-1941, 1946",,"Spatial: Brandon, Wisconsin| Spatial: Fond du Lac County (Wisconsin)",,,https://digital.library.wisc.edu/1711.dl/UOMLFH2OFGV6I87,WHS25390,"Brandon, WI, USA",43.736175,-88.781793,success
